App;Title;Begin;End;Activity;Case
Google Chrome;"***name30*** ""workaround"" - Google Scholar - Google Chrome";23-3-2023 16:12;23-3-2023 16:12;Communicating about events;ECIS conference 2023
Google Chrome;https://web.archive.org/web/20220802064239id_/https://aisel.aisnet.org/cgi/viewcontent.cgi?article=1005&context=ecis2020_rp - Google Chrome;23-3-2023 16:12;23-3-2023 16:12;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:12;23-3-2023 16:12;Communicating about events;ECIS conference 2023
Google Chrome;Teaching an Old Work System New Tricks: Towards an Integrated Method for Work System Transformation in Times of Digitalization - Google Chrome;23-3-2023 16:12;23-3-2023 16:13;Communicating about events;ECIS conference 2023
Google Chrome;***name30*** - Google Zoeken - Google Chrome;23-3-2023 16:13;23-3-2023 16:13;Communicating about events;ECIS conference 2023
Google Chrome;Teaching an Old Work System New Tricks: Towards an Integrated Method for Work System Transformation in Times of Digitalization - Google Chrome;23-3-2023 16:13;23-3-2023 16:13;Communicating about events;ECIS conference 2023
Google Chrome;https://scholar.google.com - Google Chrome;23-3-2023 16:13;23-3-2023 16:13;Communicating about events;ECIS conference 2023
Google Chrome;Google Scholar - Google Chrome;23-3-2023 16:13;23-3-2023 16:13;Communicating about events;ECIS conference 2023
Google Chrome;"***name64*** ""workaround"" - Google Scholar - Google Chrome";23-3-2023 16:13;23-3-2023 16:13;Communicating about events;ECIS conference 2023
Microsoft Excel;NO_TITLE;23-3-2023 16:13;23-3-2023 16:13;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:13;23-3-2023 16:13;Communicating about events;ECIS conference 2023
Google Chrome;"***name64*** ""workaround"" - Google Scholar - Google Chrome";23-3-2023 16:13;23-3-2023 16:13;Communicating about events;ECIS conference 2023
Google Chrome;***name64*** - Google Scholar - Google Chrome;23-3-2023 16:13;23-3-2023 16:13;Communicating about events;ECIS conference 2023
Google Chrome;‪***name64***‬ - ‪Google Scholar‬ - Google Chrome;23-3-2023 16:13;23-3-2023 16:14;Communicating about events;ECIS conference 2023
Google Chrome;Google Scholar - Google Chrome;23-3-2023 16:14;23-3-2023 16:14;Communicating about events;ECIS conference 2023
Google Chrome;***name8*** - Google Scholar - Google Chrome;23-3-2023 16:14;23-3-2023 16:14;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:14;23-3-2023 16:14;Communicating about events;ECIS conference 2023
Google Chrome;***name8*** - Google Scholar - Google Chrome;23-3-2023 16:14;23-3-2023 16:14;Communicating about events;ECIS conference 2023
Google Chrome;"***name8*** ""workaround"" - Google Scholar - Google Chrome";23-3-2023 16:14;23-3-2023 16:14;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:14;23-3-2023 16:14;Communicating about events;ECIS conference 2023
Google Chrome;"***name8*** ""workaround"" - Google Scholar - Google Chrome";23-3-2023 16:14;23-3-2023 16:14;Communicating about events;ECIS conference 2023
Google Chrome;***name27*** - Google Scholar - Google Chrome;23-3-2023 16:14;23-3-2023 16:14;Communicating about events;ECIS conference 2023
Google Chrome;"***name27*** ""workaround"" - Google Scholar - Google Chrome";23-3-2023 16:14;23-3-2023 16:15;Communicating about events;ECIS conference 2023
Google Chrome;Why do business processes deviate? Results from a Delphi study | SpringerLink - Google Chrome;23-3-2023 16:15;23-3-2023 16:15;Communicating about events;ECIS conference 2023
Microsoft Outlook;Postvak IN - i.m.beerepoot@uu.nl - Outlook;23-3-2023 16:15;23-3-2023 16:15;Communicating about events;ECIS conference 2023
Google Chrome;Why do business processes deviate? Results from a Delphi study | SpringerLink - Google Chrome;23-3-2023 16:15;23-3-2023 16:15;Communicating about events;ECIS conference 2023
Adobe Acrobat ;s40685-018-0076-0.pdf - Adobe Acrobat Pro (32-bit);23-3-2023 16:15;23-3-2023 16:15;Communicating about events;ECIS conference 2023
Adobe Acrobat ;DETECTING WORKAROUNDS IN BUSINESS PROCESSES—A DEEP LEARNING METHOD FOR ANALYZING EVENT LOGS - Adobe Acrobat Pro (32-bit);23-3-2023 16:15;23-3-2023 16:15;Communicating about events;ECIS conference 2023
Adobe Acrobat ;s40685-018-0076-0.pdf - Adobe Acrobat Pro (32-bit);23-3-2023 16:15;23-3-2023 16:15;Communicating about events;ECIS conference 2023
Adobe Acrobat ;Adobe Acrobat;23-3-2023 16:15;23-3-2023 16:15;Communicating about events;ECIS conference 2023
Adobe Acrobat ;s40685-018-0076-0.pdf - Adobe Acrobat Pro (32-bit);23-3-2023 16:15;23-3-2023 16:16;Communicating about events;ECIS conference 2023
Adobe Acrobat ;Adobe Acrobat;23-3-2023 16:16;23-3-2023 16:16;Communicating about events;ECIS conference 2023
NATIVE;NO_TITLE;23-3-2023 16:16;23-3-2023 16:16;Communicating about events;ECIS conference 2023
Google Chrome;Teaching an Old Work System New Tricks: Towards an Integrated Method for Work System Transformation in Times of Digitalization - Google Chrome;23-3-2023 16:16;23-3-2023 16:17;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:17;23-3-2023 16:17;Communicating about events;ECIS conference 2023
Google Chrome;Teaching an Old Work System New Tricks: Towards an Integrated Method for Work System Transformation in Times of Digitalization - Google Chrome;23-3-2023 16:17;23-3-2023 16:17;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:17;23-3-2023 16:17;Communicating about events;ECIS conference 2023
Google Chrome;Teaching an Old Work System New Tricks: Towards an Integrated Method for Work System Transformation in Times of Digitalization - Google Chrome;23-3-2023 16:17;23-3-2023 16:17;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:17;23-3-2023 16:17;Communicating about events;ECIS conference 2023
Google Chrome;Why do business processes deviate? Results from a Delphi study | SpringerLink - Google Chrome;23-3-2023 16:17;23-3-2023 16:17;Communicating about events;ECIS conference 2023
Google Chrome;***name64*** - Google Scholar - Google Chrome;23-3-2023 16:17;23-3-2023 16:17;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:17;23-3-2023 16:17;Communicating about events;ECIS conference 2023
Google Chrome;***name64*** - Google Scholar - Google Chrome;23-3-2023 16:17;23-3-2023 16:17;Communicating about events;ECIS conference 2023
Google Chrome;***name57*** - Google Zoeken - Google Chrome;23-3-2023 16:17;23-3-2023 16:18;Communicating about events;ECIS conference 2023
Google Chrome;Google Scholar - Google Chrome;23-3-2023 16:18;23-3-2023 16:18;Communicating about events;ECIS conference 2023
Google Chrome;***name57*** - Google Scholar - Google Chrome;23-3-2023 16:18;23-3-2023 16:18;Communicating about events;ECIS conference 2023
Google Chrome;‪***name57***‬ - ‪Google Scholar‬ - Google Chrome;23-3-2023 16:18;23-3-2023 16:18;Communicating about events;ECIS conference 2023
Google Chrome;Google Scholar - Google Chrome;23-3-2023 16:18;23-3-2023 16:18;Communicating about events;ECIS conference 2023
Google Chrome;"***name57*** ""workaround"" - Google Scholar - Google Chrome";23-3-2023 16:18;23-3-2023 16:18;Communicating about events;ECIS conference 2023
Adobe Acrobat ;PACIS2022_Workaround_Prediction.pdf - Adobe Acrobat Pro (32-bit);23-3-2023 16:18;23-3-2023 16:18;Communicating about events;ECIS conference 2023
Adobe Acrobat ;NO_TITLE;23-3-2023 16:18;23-3-2023 16:18;Communicating about events;ECIS conference 2023
Adobe Acrobat ;PACIS2022_Workaround_Prediction.pdf - Adobe Acrobat Pro (32-bit);23-3-2023 16:18;23-3-2023 16:18;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:18;23-3-2023 16:18;Communicating about events;ECIS conference 2023
Google Chrome;"***name57*** ""workaround"" - Google Scholar - Google Chrome";23-3-2023 16:18;23-3-2023 16:19;Communicating about events;ECIS conference 2023
Google Chrome;"***name1*** ""workaround"" - Google Scholar - Google Chrome";23-3-2023 16:19;23-3-2023 16:19;Communicating about events;ECIS conference 2023
Google Chrome;Persisting workarounds in Electronic Health Record System use: types, risks and benefits | BMC Medical Informatics and Decision Making | Full Text - Google Chrome;23-3-2023 16:19;23-3-2023 16:19;Communicating about events;ECIS conference 2023
Adobe Acrobat ;s12911-021-01548-0 (2).pdf - Adobe Acrobat Pro (32-bit);23-3-2023 16:19;23-3-2023 16:19;Communicating about events;ECIS conference 2023
Adobe Acrobat ;NO_TITLE;23-3-2023 16:19;23-3-2023 16:19;Communicating about events;ECIS conference 2023
Adobe Acrobat ;s12911-021-01548-0 (2).pdf - Adobe Acrobat Pro (32-bit);23-3-2023 16:19;23-3-2023 16:19;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:19;23-3-2023 16:19;Communicating about events;ECIS conference 2023
NATIVE;NO_TITLE;23-3-2023 16:19;23-3-2023 16:19;Communicating about events;ECIS conference 2023
Google Chrome;Google Scholar - Google Chrome;23-3-2023 16:19;23-3-2023 16:19;Communicating about events;ECIS conference 2023
Google Chrome;***name41*** - Google Scholar - Google Chrome;23-3-2023 16:19;23-3-2023 16:19;Communicating about events;ECIS conference 2023
Google Chrome;‪***name41***‬ - ‪Google Scholar‬ - Google Chrome;23-3-2023 16:19;23-3-2023 16:20;Communicating about events;ECIS conference 2023
Google Chrome;The influence of electronic health record use on collaboration among medical specialties | BMC Health Services Research | Full Text - Google Chrome;23-3-2023 16:20;23-3-2023 16:20;Communicating about events;ECIS conference 2023
Google Chrome;https://www.google.nl/search?hl=nl&q=***name41***&btnG=Google+zoeken&meta=&aq=f&oq= - Google Chrome;23-3-2023 16:20;23-3-2023 16:20;Communicating about events;ECIS conference 2023
Google Chrome;***name41*** - Google Zoeken - Google Chrome;23-3-2023 16:20;23-3-2023 16:20;Communicating about events;ECIS conference 2023
Google Chrome;***name41*** — the University of Groningen research portal - Google Chrome;23-3-2023 16:20;23-3-2023 16:20;Communicating about events;ECIS conference 2023
Google Chrome;***name41*** - Google Zoeken - Google Chrome;23-3-2023 16:20;23-3-2023 16:20;Communicating about events;ECIS conference 2023
Google Chrome;***name41*** - Google Zoeken - Google Chrome;23-3-2023 16:20;23-3-2023 16:20;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:20;23-3-2023 16:21;Communicating about events;ECIS conference 2023
Google Chrome;Persisting workarounds in Electronic Health Record System use: types, risks and benefits | BMC Medical Informatics and Decision Making | Full Text - Google Chrome;23-3-2023 16:21;23-3-2023 16:21;Communicating about events;ECIS conference 2023
Google Chrome;Google Scholar - Google Chrome;23-3-2023 16:21;23-3-2023 16:21;Communicating about events;ECIS conference 2023
Google Chrome;‪Iris Beerepoot‬ - ‪Google Scholar‬ - Google Chrome;23-3-2023 16:21;23-3-2023 16:21;Communicating about events;ECIS conference 2023
Google Chrome;Google Scholar - Google Chrome;23-3-2023 16:21;23-3-2023 16:22;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:22;23-3-2023 16:22;Communicating about events;ECIS conference 2023
Adobe Acrobat ;PACIS2022_Workaround_Prediction.pdf - Adobe Acrobat Pro (32-bit);23-3-2023 16:22;23-3-2023 16:22;Communicating about events;ECIS conference 2023
Adobe Acrobat ;Adobe Acrobat;23-3-2023 16:22;23-3-2023 16:22;Communicating about events;ECIS conference 2023
Adobe Acrobat ;s40685-018-0076-0.pdf - Adobe Acrobat Pro (32-bit);23-3-2023 16:22;23-3-2023 16:22;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:22;23-3-2023 16:22;Communicating about events;ECIS conference 2023
Microsoft Excel;NO_TITLE;23-3-2023 16:22;23-3-2023 16:22;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:22;23-3-2023 16:22;Communicating about events;ECIS conference 2023
Google Chrome;ECIS 2023 | The 31st European Conference on Information Systems | Kristiansand, Norway - Google Chrome;23-3-2023 16:23;23-3-2023 16:23;Communicating about events;ECIS conference 2023
Google Chrome;ECIS 2023 | Workshops and Ancillary Meetings - Google Chrome;23-3-2023 16:23;23-3-2023 16:23;Communicating about events;ECIS conference 2023
Google Chrome;ECIS 2023 | Workarounds in Information Systems - Google Chrome;23-3-2023 16:23;23-3-2023 16:23;Communicating about events;ECIS conference 2023
Microsoft Outlook;Untitled - Message (HTML) ;23-3-2023 16:23;23-3-2023 16:24;Communicating about events;ECIS conference 2023
Google Chrome;ECIS 2023 | Workarounds in Information Systems - Google Chrome;23-3-2023 16:24;23-3-2023 16:24;Communicating about events;ECIS conference 2023
Microsoft Word;Proposal - Word;23-3-2023 16:24;23-3-2023 16:24;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workarounds workshop - Message (HTML) ;23-3-2023 16:24;23-3-2023 16:25;Communicating about events;ECIS conference 2023
Microsoft Word;Proposal - Word;23-3-2023 16:25;23-3-2023 16:25;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workarounds workshop - Message (HTML) ;23-3-2023 16:25;23-3-2023 16:25;Communicating about events;ECIS conference 2023
Microsoft Word;Proposal - Word;23-3-2023 16:25;23-3-2023 16:26;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workarounds workshop - Message (HTML) ;23-3-2023 16:26;23-3-2023 16:26;Communicating about events;ECIS conference 2023
Google Chrome;ECIS 2023 | Workarounds in Information Systems - Google Chrome;23-3-2023 16:26;23-3-2023 16:26;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workarounds workshop - Message (HTML) ;23-3-2023 16:26;23-3-2023 16:27;Communicating about events;ECIS conference 2023
Google Chrome;ECIS 2023 | Workarounds in Information Systems - Google Chrome;23-3-2023 16:27;23-3-2023 16:27;Communicating about events;ECIS conference 2023
Windows Explorer;NO_TITLE;23-3-2023 16:27;23-3-2023 16:27;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workarounds workshop - Message (HTML) ;23-3-2023 16:27;23-3-2023 16:27;Communicating about events;ECIS conference 2023
Google Chrome;New Tab - Google Chrome;23-3-2023 16:27;23-3-2023 16:27;Communicating about events;ECIS conference 2023
Google Chrome;co-located with - Google Zoeken - Google Chrome;23-3-2023 16:27;23-3-2023 16:27;Communicating about events;ECIS conference 2023
Google Chrome;co-located at - Google Zoeken - Google Chrome;23-3-2023 16:27;23-3-2023 16:27;Communicating about events;ECIS conference 2023
Google Chrome;New Tab - Google Chrome;23-3-2023 16:27;23-3-2023 16:27;Communicating about events;ECIS conference 2023
Google Chrome;pods4hc - Google Zoeken - Google Chrome;23-3-2023 16:27;23-3-2023 16:27;Communicating about events;ECIS conference 2023
Google Chrome;pods4h - Google Zoeken - Google Chrome;23-3-2023 16:27;23-3-2023 16:28;Communicating about events;ECIS conference 2023
Google Chrome;PODS4H – Process-Oriented Data Science for Healthcare - Google Chrome;23-3-2023 16:28;23-3-2023 16:28;Communicating about events;ECIS conference 2023
Google Chrome;Process-Oriented Data Science for Healthcare (PODS4H22) – Process Mining Conference 2022 - Google Chrome;23-3-2023 16:28;23-3-2023 16:28;Communicating about events;ECIS conference 2023
Google Chrome;ECIS 2023 | Workarounds in Information Systems - Google Chrome;23-3-2023 16:28;23-3-2023 16:28;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workarounds workshop - Message (HTML) ;23-3-2023 16:28;23-3-2023 16:28;Communicating about events;ECIS conference 2023
Google Chrome;ECIS 2023 | Workarounds in Information Systems - Google Chrome;23-3-2023 16:28;23-3-2023 16:29;Communicating about events;ECIS conference 2023
Windows Explorer;NO_TITLE;23-3-2023 16:29;23-3-2023 16:29;Communicating about events;ECIS conference 2023
Microsoft Outlook;NO_TITLE;23-3-2023 16:29;23-3-2023 16:29;Communicating about events;ECIS conference 2023
Google Chrome;ECIS 2023 | Workarounds in Information Systems - Google Chrome;23-3-2023 16:29;23-3-2023 16:29;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workarounds workshop - Message (HTML) ;23-3-2023 16:29;23-3-2023 16:29;Communicating about events;ECIS conference 2023
Microsoft Outlook;NO_TITLE;23-3-2023 16:29;23-3-2023 16:29;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workarounds workshop - Message (HTML) ;23-3-2023 16:29;23-3-2023 16:29;Communicating about events;ECIS conference 2023
Google Chrome;ECIS 2023 | Workarounds in Information Systems - Google Chrome;23-3-2023 16:29;23-3-2023 16:30;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workarounds workshop - Message (HTML) ;23-3-2023 16:30;23-3-2023 16:31;Communicating about events;ECIS conference 2023
Google Chrome;Google Translate - Google Chrome;23-3-2023 16:31;23-3-2023 16:31;Communicating about events;ECIS conference 2023
Windows Explorer;NO_TITLE;23-3-2023 16:31;23-3-2023 16:31;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workarounds workshop - Message (HTML) ;23-3-2023 16:31;23-3-2023 16:32;Communicating about events;ECIS conference 2023
Google Chrome;ECIS 2023 | Workarounds in Information Systems - Google Chrome;23-3-2023 16:32;23-3-2023 16:32;Communicating about events;ECIS conference 2023
Search application;Search;23-3-2023 16:32;23-3-2023 16:32;Communicating about events;ECIS conference 2023
Notepad;*Untitled - Notepad;23-3-2023 16:32;23-3-2023 16:32;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workarounds workshop - Message (HTML) ;23-3-2023 16:32;23-3-2023 16:32;Communicating about events;ECIS conference 2023
Google Chrome;ECIS 2023 | Workarounds in Information Systems - Google Chrome;23-3-2023 16:32;23-3-2023 16:32;Communicating about events;ECIS conference 2023
Microsoft Teams;***colleague5*** | Microsoft Teams;23-3-2023 16:32;23-3-2023 16:33;Communicating about events;ECIS conference 2023
Google Chrome;Google Translate - Google Chrome;23-3-2023 16:33;23-3-2023 16:33;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workarounds workshop - Message (HTML) ;23-3-2023 16:33;23-3-2023 16:35;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workarounds workshop - Message (HTML) ;23-3-2023 16:35;23-3-2023 16:38;Communicating about events;ECIS conference 2023
Microsoft Outlook;Postvak IN - i.m.beerepoot@uu.nl - Outlook;23-3-2023 16:38;23-3-2023 16:39;Communicating about events;ECIS conference 2023
Windows Explorer;NO_TITLE;23-3-2023 16:39;23-3-2023 16:39;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workarounds workshop - Message (HTML) ;23-3-2023 16:39;23-3-2023 16:39;Communicating about events;ECIS conference 2023
Google Chrome;Google Translate - Google Chrome;23-3-2023 16:39;23-3-2023 16:39;Communicating about events;ECIS conference 2023
Google Chrome;ECIS 2023 | Workarounds in Information Systems - Google Chrome;23-3-2023 16:39;23-3-2023 16:39;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workarounds workshop - Message (HTML) ;23-3-2023 16:39;23-3-2023 16:39;Communicating about events;ECIS conference 2023
Google Chrome;ECIS 2023 | Workarounds in Information Systems - Google Chrome;23-3-2023 16:39;23-3-2023 16:39;Communicating about events;ECIS conference 2023
Google Chrome;New Tab - Google Chrome;23-3-2023 16:39;23-3-2023 16:39;Communicating about events;ECIS conference 2023
Google Chrome;also on behalf of - Google Zoeken - Google Chrome;23-3-2023 16:39;23-3-2023 16:40;Communicating about events;ECIS conference 2023
Google Chrome;also on behalf of examples - Google Zoeken - Google Chrome;23-3-2023 16:40;23-3-2023 16:40;Communicating about events;ECIS conference 2023
Google Chrome;ON BEHALF OF SOMEONE - Cambridge English Dictionary - Google Chrome;23-3-2023 16:40;23-3-2023 16:40;Communicating about events;ECIS conference 2023
Google Chrome;also on behalf of example sentences - Use also on behalf of in a sentence - Google Chrome;23-3-2023 16:40;23-3-2023 16:40;Communicating about events;ECIS conference 2023
Google Chrome;Ludwig • Find your English sentence - Google Chrome;23-3-2023 16:40;23-3-2023 16:41;Communicating about events;ECIS conference 2023
Google Chrome;PODS4H – Process-Oriented Data Science for Healthcare - Google Chrome;23-3-2023 16:41;23-3-2023 16:41;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workarounds workshop - Message (HTML) ;23-3-2023 16:41;23-3-2023 16:41;Communicating about events;ECIS conference 2023
Google Chrome;PODS4H – Process-Oriented Data Science for Healthcare - Google Chrome;23-3-2023 16:41;23-3-2023 16:41;Communicating about events;ECIS conference 2023
Google Chrome;New Tab - Google Chrome;23-3-2023 16:41;23-3-2023 16:41;Communicating about events;ECIS conference 2023
Google Chrome;https://www.google.nl/search?q=also+on+behalf+of&hl=nl&sxsrf=AJOqlzXbnZ-j5dmw8NHDnKpjd4C0zXniFg:1679585993992&source=lnms&tbm=isch&sa=X&ved=2ahUKEwjjnKq0sfL9AhWGP-wKHWevB44Q_AUoAXoECAEQAw&cshid=1679586093590514&biw=1536&bih=754&dpr=1.25 - Google Chrome;23-3-2023 16:41;23-3-2023 16:41;Communicating about events;ECIS conference 2023
Google Chrome;also on behalf of - Google Zoeken - Google Chrome;23-3-2023 16:41;23-3-2023 16:42;Communicating about events;ECIS conference 2023
Google Chrome;also on behalf of letter - Google Zoeken - Google Chrome;23-3-2023 16:42;23-3-2023 16:42;Communicating about events;ECIS conference 2023
Google Chrome;letter on behalf of - Dutch translation – Linguee - Google Chrome;23-3-2023 16:42;23-3-2023 16:42;Communicating about events;ECIS conference 2023
Google Chrome;How to say “on behalf of” in email - Quora - Google Chrome;23-3-2023 16:42;23-3-2023 16:42;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workarounds workshop - Message (HTML) ;23-3-2023 16:42;23-3-2023 16:43;Communicating about events;ECIS conference 2023
Google Chrome;How to say “on behalf of” in email - Quora - Google Chrome;23-3-2023 16:43;23-3-2023 16:43;Communicating about events;ECIS conference 2023
Google Chrome;New Tab - Google Chrome;23-3-2023 16:43;23-3-2023 16:43;Communicating about events;ECIS conference 2023
Google Chrome;Synonyms and Antonyms of Words | Thesaurus.com - Google Chrome;23-3-2023 16:43;23-3-2023 16:43;Communicating about events;ECIS conference 2023
Google Chrome;INTERESTING Synonyms: 59 Synonyms & Antonyms for INTERESTING | Thesaurus.com - Google Chrome;23-3-2023 16:43;23-3-2023 16:43;Communicating about events;ECIS conference 2023
Google Chrome;ECIS 2023 | Workarounds in Information Systems - Google Chrome;23-3-2023 16:43;23-3-2023 16:43;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workarounds workshop - Message (HTML) ;23-3-2023 16:43;23-3-2023 16:44;Communicating about events;ECIS conference 2023
Windows Explorer;NO_TITLE;23-3-2023 16:44;23-3-2023 16:44;Communicating about events;ECIS conference 2023
Windows Shell Experience Host;Date and Time Information;23-3-2023 16:44;23-3-2023 16:44;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workarounds workshop - Message (HTML) ;23-3-2023 16:44;23-3-2023 16:45;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workshop on workarounds - Message (HTML) ;23-3-2023 16:45;23-3-2023 16:46;Communicating about events;ECIS conference 2023
Microsoft Outlook;Select Names: Offline Global Address List;23-3-2023 16:46;23-3-2023 16:46;Communicating about events;ECIS conference 2023
Microsoft Outlook;Select Names: Search Results - Offline Global Address List;23-3-2023 16:46;23-3-2023 16:46;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:46;23-3-2023 16:46;Communicating about events;ECIS conference 2023
Windows Explorer;NO_TITLE;23-3-2023 16:46;23-3-2023 16:46;Communicating about events;ECIS conference 2023
Microsoft Outlook;Select Names: Search Results - Offline Global Address List;23-3-2023 16:46;23-3-2023 16:46;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workshop on workarounds - Message (HTML) ;23-3-2023 16:46;23-3-2023 16:47;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:47;23-3-2023 16:47;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workshop on workarounds - Message (HTML) ;23-3-2023 16:47;23-3-2023 16:48;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:48;23-3-2023 16:48;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workshop on workarounds - Message (HTML) ;23-3-2023 16:48;23-3-2023 16:48;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:48;23-3-2023 16:48;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workshop on workarounds - Message (HTML) ;23-3-2023 16:48;23-3-2023 16:48;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:48;23-3-2023 16:48;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workshop on workarounds - Message (HTML) ;23-3-2023 16:48;23-3-2023 16:49;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:49;23-3-2023 16:49;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workshop on workarounds - Message (HTML) ;23-3-2023 16:49;23-3-2023 16:49;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:49;23-3-2023 16:49;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workshop on workarounds - Message (HTML) ;23-3-2023 16:49;23-3-2023 16:49;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:49;23-3-2023 16:49;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workshop on workarounds - Message (HTML) ;23-3-2023 16:49;23-3-2023 16:49;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:49;23-3-2023 16:49;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workshop on workarounds - Message (HTML) ;23-3-2023 16:49;23-3-2023 16:49;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:49;23-3-2023 16:49;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workshop on workarounds - Message (HTML) ;23-3-2023 16:49;23-3-2023 16:50;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:50;23-3-2023 16:50;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workshop on workarounds - Message (HTML) ;23-3-2023 16:50;23-3-2023 16:50;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:50;23-3-2023 16:50;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workshop on workarounds - Message (HTML) ;23-3-2023 16:50;23-3-2023 16:50;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:50;23-3-2023 16:50;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workshop on workarounds - Message (HTML) ;23-3-2023 16:50;23-3-2023 16:50;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:50;23-3-2023 16:50;Communicating about events;ECIS conference 2023
Microsoft Outlook;Invitation to participate in ECIS workshop on workarounds - Message (HTML) ;23-3-2023 16:50;23-3-2023 16:50;Communicating about events;ECIS conference 2023
Microsoft Excel;Invitations - Excel;23-3-2023 16:50;23-3-2023 16:50;Communicating about events;ECIS conference 2023
